book,chapter,verse,reference,text
요한복음,8,43,요한복음 8:43,어찌하여 내 말을 깨닫지 못하느냐 ? 이는 내 말을 들을 줄 알지 못함이로다
요한복음,8,45,요한복음 8:45,내가 진리를 말하므로 너희가 나를 믿지 아니하는도다
요한복음,8,46,요한복음 8:46,너희 중에 누가 나를 죄로 책잡겠느냐 ? 내가 진리를 말하매 어찌하여 나를 믿지 아니하느냐 ?
요한복음,8,47,요한복음 8:47,하나님께 속한 자는 하나님의 말씀을 듣나니 너희가 듣지 아니함은 하나님께 속하지 아니하였음이로다'
요한복음,8,49,요한복음 8:49,예수께서 대답하시되 `나는 귀신 들린 것이 아니라 오직 내 아버지를 공경함이어늘 너희가 나를 무시하는도다
요한복음,8,50,요한복음 8:50,나는 내 영광을 구치 아니하나 구하고 판단하시는 이가 계시니라
요한복음,8,51,요한복음 8:51,진실로 진실로 너희에게 이르노니 사람이 내 말을 지키면 죽음을 영원히 보지 아니하리라'
요한복음,8,54,요한복음 8:54,예수께서 대답하시되 `내가 내게 영광을 돌리면 내 영광이 아무 것도 아니어니와 내게 영광을 돌리시는 이는 내 아버지시니 곧 너희가 너희 하나님이라 칭하는 그이시라
요한복음,8,55,요한복음 8:55,너희는 그를 알지 못하되 나는 아노니 만일 내가 알지 못한다 하면 나도 너희같이 거짓말장이가 되리라 나는 그를 알고 또 그의 말씀을 지키노라
요한복음,9,3,요한복음 9:3,예수께서 대답하시되 `이 사람이나 그 부모가 죄를 범한 것이 아니라 그에게서 하나님의 하시는 일을 나타내고자 하심이니라
요한복음,9,4,요한복음 9:4,때가 아직 낮이매 나를 보내신 이의 일을 우리가 하여야 하리라 밤이 오리니 그 때는 아무도 일할 수 없느니라
요한복음,9,5,요한복음 9:5,내가 세상에 있는 동안에는 세상의 빛이로라'
요한복음,9,6,요한복음 9:6,이 말씀을 하시고 땅에 침을 뱉아 진흙을 이겨 그의 눈에 바르시고
요한복음,9,7,요한복음 9:7,이르시되 `실로암 못에 가서 씻으라 !' 하시니 이에 가서 씻고 밝은 눈으로 왔더라
요한복음,9,9,요한복음 9:9,혹은 그 사람이라 하며 혹은 아니라 그와 비슷하다 하거늘 제 말은 내가 그로라 하니
요한복음,9,14,요한복음 9:14,예수께서 진흙을 이겨 눈을 뜨게 하신 날은 안식일이라
요한복음,9,21,요한복음 9:21,그러나 지금 어떻게 되어 보는지 또는 누가 그 눈을 뜨게 하였는지 우리는 알지 못하나이다 저에게 물어 보시오 저가 장성하였으니 자기 일을 말하리이다'
요한복음,9,22,요한복음 9:22,그 부모가 이렇게 말한 것은 이미 유대인들이 누구든지 예수를 그리스도로 시인하는 자는 출교하기로 결의하였으므로 저희를 무서워함이러라
요한복음,9,31,요한복음 9:31,하나님이 죄인을 듣지 아니하시고 경건하여 그의 뜻대로 행하는 자는 들으시는 줄을 우리가 아나이다
요한복음,9,33,요한복음 9:33,이 사람이 하나님께로부터 오지 아니하였으면 아무 일도 할 수 없으리이다'
요한복음,9,35,요한복음 9:35,예수께서 저희가 그 사람을 쫓아냈다 하는 말을 들으셨더니 그를 만나사 가라사대 `네가 인자를 믿느냐 ?'
요한복음,9,37,요한복음 9:37,예수께서 가라사대 `네가 그를 보았거니와 지금 너와 말하는 자가 그이니라 !'
요한복음,10,1,요한복음 10:1,내가 진실로 진실로 너희에게 이르노니 양의 우리에 문으로 들어가지 아니하고 다른데로 넘어가는 자는 절도며 강도요
요한복음,10,2,요한복음 10:2,문으로 들어가는 이가 양의 목자라
요한복음,10,3,요한복음 10:3,문지기는 그를 위하여 문을 열고 양은 그의 음성을 듣나니 그가 자기 양의 이름을 각각 불러 인도하여 내느니라
요한복음,10,4,요한복음 10:4,자기 양을 다 내어 놓은 후에 앞서 가면 양들이 그의 음성을 아는고로 따라 오되
요한복음,10,5,요한복음 10:5,타인의 음성은 알지 못하는고로 타인을 따르지 아니하고 도리어 도망하느니라'
요한복음,10,6,요한복음 10:6,예수께서 이 비유로 저희에게 말씀하셨으나 저희는 그 하신 말씀이 무엇인지 알지 못하니라
요한복음,10,7,요한복음 10:7,그러므로 예수께서 다시 이르시되 `내가 진실로 진실로 너희에게 말하노니 나는 양의 문이라
요한복음,10,8,요한복음 10:8,나보다 먼저 온 자는 다 절도요 강도니 양들이 듣지 아니하였느니라
요한복음,10,9,요한복음 10:9,내가 문이니 누구든지 나로 말미암아 들어가면 구원을 얻고 또는 들어가며 나오며 꼴을 얻으리라
요한복음,10,13,요한복음 10:13,달아나는 것은 저가 삯군인 까닭에 양을 돌아보지 아니함이나
요한복음,10,14,요한복음 10:14,나는 선한 목자라 ! 내가 내 양을 알고 양도 나를 아는 것이
요한복음,10,15,요한복음 10:15,아버지께서 나를 아시고 내가 아버지를 아는 것 같으니 나는 양을 위하여 목숨을 버리노라
요한복음,10,16,요한복음 10:16,또 이 우리에 들지 아니한 다른 양들이 내게 있어 내가 인도하여야 할 터이니 저희도 내 음성을 듣고 한 무리가 되어 한 목자에게 있으리라
요한복음,10,17,요한복음 10:17,아버지께서 나를 사랑하시는 것은 내가 다시 목숨을 얻기 위하여 목숨을 버림이라
요한복음,10,18,요한복음 10:18,이를 내게서 빼앗는 자가 있는 것이 아니라 내가 스스로 버리노라 나는 버릴 권세도 있고 다시 얻을 권세도 있으니 이 계명은 내 아버지에게서 받았노라' 하시니라
요한복음,10,19,요한복음 10:19,이 말씀을 인하여 유대인 중에 다시 분쟁이 일어나니
요한복음,10,22,요한복음 10:22,예루살렘에 수전절이 이르니 때는 겨울이라
요한복음,10,25,요한복음 10:25,예수께서 대답하시되 `내가 너희에게 말하였으되 믿지 아니하는도다 내가 내 아버지의 이름으로 행하는 일들이 나를 증거하는 것이어늘
요한복음,10,26,요한복음 10:26,너희가 내 양이 아니므로 믿지 아니하는도다
요한복음,10,27,요한복음 10:27,내 양은 내 음성을 들으며 나는 저희를 알며 저희는 나를 따르느니라
요한복음,10,28,요한복음 10:28,내가 저희에게 영생을 주노니 영원히 멸망치 아니할 터이요 또 저희를 내 손에서 빼앗을 자가 없느니라
요한복음,10,29,요한복음 10:29,저희를 주신 내 아버지는 만유보다 크시매 아무도 아버지 손에서 빼앗을 수 없느니라 !
요한복음,10,30,요한복음 10:30,나와 아버지는 하나이니라' 하신대
요한복음,10,32,요한복음 10:32,예수께서 대답하시되 `내가 아버지께로 말미암아 여러 가지 선한 일을 너희에게 보였거늘 그 중에 어떤 일로 나를 돌로 치려 하느냐 ?'
요한복음,10,34,요한복음 10:34,예수께서 가라사대 `너희 율법에 기록한바 내가 너희를 신이라 하였노라 하지 아니하였느냐
요한복음,10,35,요한복음 10:35,성경은 폐하지 못하나니 하나님의 말씀을 받은 사람들을 신이라 하셨거든
요한복음,10,36,요한복음 10:36,하물며 아버지께서 거룩하게 하사 세상에 보내신 자가 나는 하나님 아들이라 하는 것으로 너희가 어찌 참람하다 하느냐 ?
요한복음,10,38,요한복음 10:38,내가 행하거든 나를 믿지 아니할지라도 그 일은 믿으라 ! 그러면 너희가 아버지께서 내 안에 계시고 내가 아버지 안에 있음을 깨달아 알리라' 하신대
요한복음,10,42,요한복음 10:42,그리하여 거기서 많은 사람이 예수를 믿으니라
요한복음,11,7,요한복음 11:7,그 후에 제자들에게 이르시되 `유대로 다시 가자' 하시니
요한복음,11,9,요한복음 11:9,예수께서 대답하시되 `낮이 열 두시가 아니냐 ? 사람이 낮에 다니면 이 세상의 빛을 보므로 실족하지 아니하고
요한복음,11,10,요한복음 11:10,밤에 다니면 빛이 그 사람 안에 없는고로 실족하느니라'
요한복음,11,13,요한복음 11:13,예수는 그의 죽음을 가리켜 말씀하신 것이나 저희는 잠들어 쉬는 것을 가리켜 말씀하심인줄 생각하는지라
요한복음,11,15,요한복음 11:15,내가 거기 있지 아니한 것을 너희를 위하여 기뻐하노니 이는 너희로 믿게 하려 함이라 그러나 그에게로 가자' 하신대
요한복음,11,18,요한복음 11:18,베다니는 예루살렘에서 가깝기가 한 오 리쯤 되매
요한복음,11,22,요한복음 11:22,그러나 나는 이제라도 주께서 무엇이든지 하나님께 구하시는 것을 하나님이 주실 줄을 아나이다'
요한복음,11,23,요한복음 11:23,예수께서 가라사대 `네 오라비가 다시 살리라'
요한복음,11,25,요한복음 11:25,예수께서 가라사대 `나는 부활이요 생명이니 나를 믿는 자는 죽어도 살겠고
요한복음,11,26,요한복음 11:26,무릇 살아서 나를 믿는 자는 영원히 죽지 아니하리니 이것을 네가 믿느냐 ?'
요한복음,11,29,요한복음 11:29,마리아가 이 말을 듣고 급히 일어나 예수께 나아가매
요한복음,11,31,요한복음 11:31,마리아와 함께 집에 있어 위로하던 유대인들은 그의 급히 일어나 나가는 것을 보고 곡하러 무덤에 가는 줄로 생각하고 따라가더니
요한복음,11,33,요한복음 11:33,예수께서 그의 우는 것과 또 함께 온 유대인들의 우는 것을 보시고 심령에 통분히 여기시고 민망히 여기사
요한복음,11,35,요한복음 11:35,예수께서 눈물을 흘리시더라
요한복음,11,40,요한복음 11:40,예수께서 가라사대 `내 말이 네가 믿으면 하나님의 영광을 보리라 하지 아니하였느냐 ?' 하신대
요한복음,11,41,요한복음 11:41,돌을 옮겨 놓으니 예수께서 눈을 들어 우러러 보시고 가라사대 아버지여 내 말을 들으신 것을 감사하나이다
요한복음,11,42,요한복음 11:42,항상 내 말을 들으시는 줄을 내가 알았나이다 그러나 이 말씀 하옵는 것은 둘러선 무리를 위함이니 곧 아버지께서 나를 보내신 것을 저희로 믿게 하려 함이니이다'
요한복음,11,44,요한복음 11:44,죽은 자가 수족을 베로 동인 채로 나오는데 그 얼굴은 수건에 싸였더라 예수께서 가라사대 `풀어 놓아 다니게 하라' 하시니라
요한복음,11,45,요한복음 11:45,마리아에게 와서 예수의 하신 일을 본 많은 유대인이 저를 믿었으나
요한복음,11,46,요한복음 11:46,그 중에 어떤 자는 바리새인들에게 가서 예수의 하신 일을 고하니라
요한복음,11,48,요한복음 11:48,만일 저를 이대로 두면 모든 사람이 저를 믿을 것이요 그리고 로마인들이 와서 우리 땅과 민족을 빼앗아 가리라' 하니
요한복음,11,50,요한복음 11:50,한 사람이 백성을 위하여 죽어서 온 민족이 망하지 않게 되는 것이 너희에게 유익한 줄을 생각지 아니하는도다' 하였으니
요한복음,11,52,요한복음 11:52,또 그 민족만 위할 뿐 아니라 흩어진 하나님의 자녀를 모아 하나가 되게 하기 위하여 죽으실 것을 미리 말함이러라
요한복음,11,54,요한복음 11:54,그러므로 예수께서 다시 유대인 가운데 드러나게 다니지 아니하시고 여기를 떠나 빈 들 가까운 곳인 에브라임이라는 동리에 가서 제자들과 함께 거기 유하시니라
요한복음,12,5,요한복음 12:5,`이 향유를 어찌하여 삼백 데나리온에 팔아 가난한 자들에게 주지 아니하였느냐 ?' 하니
요한복음,12,7,요한복음 12:7,예수께서 가라사대 `저를 가만두어 나의 장사할 날을 위하여 이를 두게 하라
요한복음,12,8,요한복음 12:8,가난한 자들은 항상 너희와 함께 있거니와 나는 항상 있지 아니하리라' 하시니라
요한복음,12,12,요한복음 12:12,그 이튿날에는 명절에 온 큰 무리가 예수께서 예루살렘으로 오신다 함을 듣고
요한복음,12,14,요한복음 12:14,예수는 한 어린 나귀를 만나서 타시니
요한복음,12,16,요한복음 12:16,제자들은 처음에 이 일을 깨닫지 못하였다가 예수께서 영광을 얻으신 후에야 이것이 예수께 대하여 기록된 것임과 사람들이 예수께 이같이 한 것인 줄 생각났더라
요한복음,12,20,요한복음 12:20,명절에 예배하러 올라온 사람 중에 헬라인 몇이 있는데
요한복음,12,22,요한복음 12:22,빌립이 안드레에게 가서 말하고 안드레와 빌립이 예수께 가서 여짜온대
요한복음,12,24,요한복음 12:24,내가 진실로 진실로 너희에게 이르노니 한 알의 밀이 땅에 떨어져 죽지 아니하면 한 알 그대로 있고 죽으면 많은 열매를 맺느니라
요한복음,12,26,요한복음 12:26,사람이 나를 섬기려면 나를 따르라 ! 나 있는 곳에 나를 섬기는 자도 거기 있으리니 사람이 나를 섬기면 내 아버지께서 저를 귀히 여기시리라
요한복음,12,29,요한복음 12:29,곁에 서서 들은 무리는 우뢰가 울었다고도 하며 또 어떤 이들은 천사가 저에게 말하였다고도 하니
요한복음,12,32,요한복음 12:32,내가 땅에서 들리면 모든 사람을 내게로 이끌겠노라' 하시니
요한복음,12,35,요한복음 12:35,예수께서 가라사대 `아직 잠시 동안 빛이 너희 중에 있으니 빛이 있을 동안에 다녀 어두움에 붙잡히지 않게 하라 어두움에 다니는자는 그 가는 바를 알지 못하느니라
요한복음,12,36,요한복음 12:36,너희에게 아직 빛이 있을 동안에 빛을 믿으라 ! 그리하면 빛의 아들이 되리라' 예수께서 이 말씀을 하시고 저희를 떠나가서 숨으시니라
요한복음,12,37,요한복음 12:37,이렇게 많은 표적을 저희 앞에서 행하셨으나 저를 믿지 아니하니
요한복음,12,41,요한복음 12:41,이사야가 이렇게 말한 것은 주의 영광을 보고 주를 가리켜 말한 것이라
요한복음,12,42,요한복음 12:42,그러나 관원 중에도 저를 믿는 자가 많되 바리새인들을 인하여 드러나게 말하지 못하니 이는 출회를 당할까 두려워함이라
요한복음,12,45,요한복음 12:45,나를 보는 자는 나를 보내신 이를 보는 것이니라
요한복음,12,46,요한복음 12:46,나는 빛으로 세상에 왔나니 무릇 나를 믿는 자로 어두움에 거하지 않게 하려 함이로라
요한복음,12,47,요한복음 12:47,사람이 내 말을 듣고 지키지 아니할지라도 내가 저를 심판하지 아니하노라 내가 온 것은 세상을 심판하려 함이 아니요 세상을 구원하려 함이로라
요한복음,12,49,요한복음 12:49,내가 내 자의로 말한 것이 아니요 나를 보내신 아버지께서 나의 말할 것과 이를 것을 친히 명령하여 주셨으니
요한복음,12,50,요한복음 12:50,나는 그의 명령이 영생인줄 아노라 그러므로 나의 이르는 것은 내 아버지께서 내게 말씀하신 그대로 이르노라' 하시니라
요한복음,13,3,요한복음 13:3,저녁 먹는 중 예수는 아버지께서 모든 것을 자기 손에 맡기신 것과 또 자기가 하나님께로부터 오셨다가 하나님께로 돌아가실 것을 아시고
요한복음,13,4,요한복음 13:4,저녁 잡수시던 자리에서 일어나 겉옷을 벗고 수건을 가져다가 허리에 두르시고
요한복음,13,10,요한복음 13:10,예수께서 가라사대 `이미 목욕한 자는 발밖에 씻을 필요가 없느니라 온 몸이 깨끗하니라 너희가 깨끗하나 다는 아니니라 하시니
요한복음,13,12,요한복음 13:12,저희 발을 씻기신 후에 옷을 입으시고 다시 앉아 저희에게 이르시되 내가 너희에게 행한 것을 너희가 아느냐 ?
요한복음,13,13,요한복음 13:13,너희가 나를 선생이라 또는 주라 하니 너희 말이 옳도다 내가 그러하다
요한복음,13,14,요한복음 13:14,내가 주와 또는 선생이 되어 너희 발을 씻겼으니 너희도 서로 발을 씻기는 것이 옳으니라
요한복음,13,15,요한복음 13:15,내가 너희에게 행한 것같이 너희도 행하게 하려 하여 본을 보였노라
요한복음,13,16,요한복음 13:16,내가 진실로 진실로 너희에게 이르노니 종이 상전보다 크지 못하고 보냄을 받은 자가 보낸 자보다 크지 못하니
요한복음,13,17,요한복음 13:17,너희가 이것을 알고 행하면 복이 있으리라 !
요한복음,13,19,요한복음 13:19,지금부터 일이 이루기 전에 미리 너희에게 이름은 일이 이룰 때에 내가 그인줄 너희로 믿게 하려 함이로라
요한복음,13,20,요한복음 13:20,내가 진실로 진실로 너희에게 이르노니 나의 보낸 자를 영접하는 자는 나를 영접하는 것이요 나를 영접하는 자는 나를 보내신 이를 영접하는 것이니라
요한복음,13,23,요한복음 13:23,예수의 제자 중 하나 곧 그의 사랑하시는 자가 예수의 품에 의지하여 누웠는지라
요한복음,13,28,요한복음 13:28,이 말씀을 무슨 뜻으로 하셨는지 그 앉은 자 중에 아는 이가 없고
요한복음,13,30,요한복음 13:30,유다가 그 조각을 받고 곧 나가니 밤이러라
요한복음,13,31,요한복음 13:31,저가 나간 후에 예수께서 가라사대 `지금 인자가 영광을 얻었고 하나님도 인자를 인하여 영광을 얻으셨도다
요한복음,13,32,요한복음 13:32,만일 하나님이 저로 인하여 영광을 얻으셨으면 하나님도 자기로 인하여 저에게 영광을 주시리니 곧 주시리라
요한복음,13,33,요한복음 13:33,소자들아 내가 아직 잠시 너희와 함께 있겠노라 너희가 나를 찾을터이나 그러나 일찍 내가 유대인들에게 너희는 나의 가는 곳에 올 수 없다고 말한 것과 같이 지금 너희에게도 이르노라
요한복음,13,34,요한복음 13:34,새 계명을 너희에게 주노니 서로 사랑하라 ! 내가 너희를 사랑한 것같이 너희도 서로 사랑하라
요한복음,13,35,요한복음 13:35,너희가 서로 사랑하면 이로써 모든 사람이 너희가 내 제자인줄 알리라'
요한복음,14,1,요한복음 14:1,너희는 마음에 근심하지 말라 하나님을 믿으니 또 나를 믿으라
요한복음,14,2,요한복음 14:2,내 아버지 집에 거할 곳이 많도다 그렇지 않으면 너희에게 일렀으리라 내가 너희를 위하여 처소를 예비하러 가노니
요한복음,14,3,요한복음 14:3,가서 너희를 위하여 처소를 예비하면 내가 다시 와서 너희를 내게로 영접하여 나 있는 곳에 너희도 있게하리라
요한복음,14,4,요한복음 14:4,내가 가는 곳에 그 길을 너희가 알리라'
요한복음,14,6,요한복음 14:6,예수께서 가라사대 `내가 곧 길이요 ! 진리요 ! 생명이니 ! 나로 말미암지 않고는 아버지께로 올 자가 없느니라
요한복음,14,7,요한복음 14:7,너희가 나를 알았더면 내 아버지도 알았으리로다 이제부터는 너희가 그를 알았고 또 보았느니라'
요한복음,14,9,요한복음 14:9,"예수께서 가라사대 `빌립아, 내가 이렇게 오래 너희와 함께 있으되 네가 나를 알지 못하느냐 ? 나를 본 자는 아버지를 보았거늘 어찌하여 아버지를 보이라 하느냐 ?"
요한복음,14,10,요한복음 14:10,나는 아버지 안에 있고 아버지는 내 안에 계신 것을 네가 믿지 아니하느냐 ? 내가 너희에게 이르는 말이 스스로 하는 것이 아니라 아버지께서 내 안에 계셔 그의 일을 하시는 것이라
요한복음,14,11,요한복음 14:11,내가 아버지 안에 있고 아버지께서 내 안에 계심을 믿으라 ! 그렇지 못하겠거든 행하는 그 일을 인하여 나를 믿으라
요한복음,14,12,요한복음 14:12,내가 진실로 진실로 너희에게 이르노니 나를 믿는 자는 나의 하는 일을 저도 할 것이요 또한 이보다 큰 것도 하리니 이는 내가 아버지께로 감이니라
요한복음,14,13,요한복음 14:13,너희가 내 이름으로 무엇을 구하든지 내가 시행하리니 이는 아버지로 하여금 아들을 인하여 영광을 얻으시게 하려 함이라
요한복음,14,14,요한복음 14:14,내 이름으로 무엇이든지 내게 구하면 내가 시행하리라 !
요한복음,14,15,요한복음 14:15,너희가 나를 사랑하면 나의 계명을 지키리라
요한복음,14,16,요한복음 14:16,내가 아버지께 구하겠으니 그가 또 다른 보혜사를 너희에게 주사 영원토록 너희와 함께 있게 하시리니
요한복음,14,17,요한복음 14:17,저는 진리의 영이라 세상은 능히 저를 받지 못하나니 이는 저를 보지도 못하고 알지도 못함이라 그러나 너희는 저를 아나니 저는 너희와 함께 거하심이요 또 너희 속에 계시겠음이라
요한복음,14,18,요한복음 14:18,내가 너희를 고아와 같이 버려두지 아니하고 너희에게로 오리라
요한복음,14,19,요한복음 14:19,조금 있으면 세상은 다시 나를 보지 못할 터이로되 너희는 나를 보리니 이는 내가 살았고 너희도 살겠음이라
요한복음,14,20,요한복음 14:20,그 날에는 내가 아버지 안에 너희가 내 안에 내가 너희 안에 있는 것을 너희가 알리라
요한복음,14,21,요한복음 14:21,나의 계명을 가지고 지키는 자라야 나를 사랑하는 자니 나를 사랑하는 자는 내 아버지께 사랑을 받을 것이요 나도 그를 사랑하여 그에게 나를 나타내리라'
요한복음,14,24,요한복음 14:24,나를 사랑하지 아니하는 자는 내 말을 지키지 아니하나니 너희의 듣는 말은 내 말이 아니요 나를 보내신 아버지의 말씀이니라
요한복음,14,26,요한복음 14:26,보혜사 곧 아버지께서 내 이름으로 보내실 성령 그가 너희에게 모든 것을 가르치시고 내가 너희에게 말한 모든 것을 생각나게 하시리라
요한복음,14,27,요한복음 14:27,평안을 너희에게 끼치노니 곧 나의 평안을 너희에게 주노라 내가 너희에게 주는 것은 세상이 주는 것 같지 아니하니라 너희는 마음에 근심도 말고 두려워하지도 말라
요한복음,14,28,요한복음 14:28,내가 갔다가 너희에게로 온다 하는 말을 너희가 들었나니 나를 사랑하였더면 나의 아버지께로 감을 기뻐하였으리라 아버지는 나보다 크심이니라
요한복음,14,29,요한복음 14:29,이제 일이 이루기 전에 너희에게 말한 것은 일이 이룰 때에 너희로 믿게 하려 함이라
요한복음,14,30,요한복음 14:30,이 후에는 내가 너희와 말을 많이 하지 아니하리니 이 세상 임금이 오겠음이라 그러나 저는 내게 관계할 것이 없으니
요한복음,14,31,요한복음 14:31,오직 내가 아버지를 사랑하는 것과 아버지의 명하신 대로 행하는 것을 세상으로 알게 하려 함이로라 일어나라 여기를 떠나자 하시니라
요한복음,15,1,요한복음 15:1,내가 참 포도나무요 내 아버지는 그 농부라
요한복음,15,2,요한복음 15:2,무릇 내게 있어 과실을 맺지 아니하는 가지는 아버지께서 이를 제해버리시고 무릇 과실을 맺는 가지는 더 과실을 맺게 하려 하여 이를 깨끗케 하시느니라
요한복음,15,3,요한복음 15:3,너희는 내가 일러 준 말로 이미 깨끗하였으니
요한복음,15,4,요한복음 15:4,내 안에 거하라 나도 너희 안에 거하리라 가지가 포도나무에 붙어 있지 아니하면 절로 과실을 맺을 수 없음 같이 너희도 내 안에 있지 아니하면 그러하리라
요한복음,15,5,요한복음 15:5,나는 포도나무요 너희는 가지니 저가 내 안에 내가 저 안에 있으면 이 사람은 과실을 많이 맺나니 나를 떠나서는 너희가 아무 것도 할 수 없음이라
요한복음,15,7,요한복음 15:7,너희가 내 안에 거하고 내 말이 너희 안에 거하면 무엇이든지 원하는 대로 구하라 그리하면 이루리라
요한복음,15,8,요한복음 15:8,너희가 과실을 많이 맺으면 내 아버지께서 영광을 받으실 것이요 너희가 내 제자가 되리라
요한복음,15,9,요한복음 15:9,아버지께서 나를 사랑하신 것같이 나도 너희를 사랑하였으니 나의 사랑 안에 거하라
요한복음,15,10,요한복음 15:10,내가 아버지의 계명을 지켜 그의 사랑 안에 거하는 것같이 너희도 내 계명을 지키면 내 사랑 안에 거하리라
요한복음,15,11,요한복음 15:11,내가 이것을 너희에게 이름은 내 기쁨이 너희 안에 있어 너희 기쁨을 충만하게 하려 함이니라
요한복음,15,12,요한복음 15:12,내 계명은 곧 내가 너희를 사랑한 것같이 너희도 서로 사랑하라 하는 이것이니라
요한복음,15,13,요한복음 15:13,사람이 친구를 위하여 자기 목숨을 버리면 이에서 더 큰 사랑이 없나니
요한복음,15,14,요한복음 15:14,너희가 나의 명하는 대로 행하면 곧 나의 친구라
요한복음,15,15,요한복음 15:15,이제부터는 너희를 종이라 하지 아니하리니 종은 주인의 하는 것을 알지 못함이라 너희를 친구라 하였노니 내가 내 아버지께 들은 것을 다 너희에게 알게 하였음이니라
요한복음,15,16,요한복음 15:16,너희가 나를 택한 것이 아니요 내가 너희를 택하여 세웠나니 이는 너희로 가서 과실을 맺게 하고 또 너희 과실이 항상 있게 하여 내 이름으로 아버지께 무엇을 구하든지 다 받게 하려 함이니라
요한복음,15,17,요한복음 15:17,내가 이것을 너희에게 명함은 너희로 서로 사랑하게 하려 함이로라
요한복음,15,26,요한복음 15:26,내가 아버지께로서 너희에게 보낼 보혜사 곧 아버지께로서 나오시는 진리의 성령이 오실때에 그가 나를 증거하실 것이요
요한복음,15,27,요한복음 15:27,너희도 처음부터 나와 함께 있었으므로 증거하느니라
요한복음,16,1,요한복음 16:1,내가 이것을 너희에게 이름은 너희로 실족지 않게 하려 함이니
요한복음,16,4,요한복음 16:4,오직 너희에게 이 말을 이른 것은 너희로 그 때를 당하면 내가 너희에게 이 말 한 것을 기억나게 하려 함이요 처음부터 이 말을 하지 아니한 것은 내가 너희와 함께 있었음이니라
요한복음,16,5,요한복음 16:5,지금 내가 나를 보내신 이에게로 가는데 너희 중에서 나더러 어디로 가느냐 묻는 자가 없고
요한복음,16,12,요한복음 16:12,내가 아직도 너희에게 이를 것이 많으나 지금은 너희가 감당치 못하리라
요한복음,16,15,요한복음 16:15,무릇 아버지께 있는 것은 다 내 것이라 그러므로 내가 말하기를 그가 내 것을 가지고 너희에게 알리리라 하였노라
요한복음,16,16,요한복음 16:16,조금 있으면 너희가 나를 보지 못하겠고 또 조금 있으면 나를 보리라' 하신대
요한복음,16,19,요한복음 16:19,예수께서 그 묻고자 함을 아시고 가라사대 `내 말이 조금 있으면 나를 보지 못하겠고 또 조금 있으면 나를 보리라 하므로 서로 문의하느냐 ?
요한복음,16,20,요한복음 16:20,내가 진실로 진실로 너희에게 이르노니 너희는 곡하고 애통하겠으나 세상은 기뻐하리라 너희는 근심하겠으나 너희 근심이 도리어 기쁨이 되리라
요한복음,16,21,요한복음 16:21,여자가 해산하게 되면 그 때가 이르렀으므로 근심하나 아이를 낳으면 세상에 사람 난 기쁨을 인하여 그 고통을 다시 기억지 아니하느니라
요한복음,16,22,요한복음 16:22,지금은 너희가 근심하나 내가 다시 너희를 보리니 너희 마음이 기쁠 것이요 너희 기쁨을 빼앗을 자가 없느니라
요한복음,16,23,요한복음 16:23,그 날에는 너희가 아무 것도 내게 묻지 아니하리라 내가 진실로 진실로 너희에게 이르노니 너희가 무엇이든지 아버지께 구하는 것을 내 이름으로 주시리라
요한복음,16,24,요한복음 16:24,지금까지는 너희가 내 이름으로 아무 것도 구하지 아니하였으나 구하라 그리하면 받으리니 너희 기쁨이 충만하리라
요한복음,16,25,요한복음 16:25,이것을 비사로 너희에게 일렀거니와 때가 이르면 다시 비사로 너희에게 이르지 않고 아버지에 대한 것을 밝히 이르리라
요한복음,16,28,요한복음 16:28,내가 아버지께로 나와서 세상에 왔고 다시 세상을 떠나 아버지께로 가노라' 하시니
요한복음,16,30,요한복음 16:30,우리가 지금에야 주께서 모든 것을 아시고 또 사람의 물음을 기다리시지 않는 줄 아나이다 이로써 하나님께로서 나오심을 우리가 믿삽나이다
요한복음,16,31,요한복음 16:31,예수께서 대답하시되 `이제는 너희가 믿느냐 ?
요한복음,16,32,요한복음 16:32,보라 너희가 다 각각 제 곳으로 흩어지고 나를 혼자 둘 때가 오나니 벌써 왔도다 그러나 내가 혼자 있는 것이 아니라 아버지께서 나와 함께 계시느니라
요한복음,16,33,요한복음 16:33,이것을 너희에게 이름은 너희로 내 안에서 평안을 누리게 하려 함이라 세상에서는 너희가 환난을 당하나 담대하라 ! 내가 세상을 이기었노라 !' 하시니라
요한복음,17,1,요한복음 17:1,예수께서 이 말씀을 하시고 눈을 들어 하늘을 우러러 가라사대 아버지여 때가 이르렀사오니 아들을 영화롭게 하사 아들로 아버지를 영화롭게 하게 하옵소서
요한복음,17,2,요한복음 17:2,아버지께서 아들에게 주신 모든 자에게 영생을 주게 하시려고 만민을 다스리는 권세를 아들에게 주셨음이로소이다
요한복음,17,3,요한복음 17:3,영생은 곧 유일하신 참 하나님과 그의 보내신 자 예수 그리스도를 아는 것이니이다
요한복음,17,4,요한복음 17:4,아버지께서 내게 하라고 주신 일을 내가 이루어 아버지를 이 세상에서 영화롭게 하였사오니
요한복음,17,5,요한복음 17:5,아버지여 창세 전에 내가 아버지와 함께 가졌던 영화로써 지금도 아버지와 함께 나를 영화롭게 하옵소서
요한복음,17,6,요한복음 17:6,세상 중에서 내게 주신 사람들에게 내가 아버지의 이름을 나타내었나이다 저희는 아버지의 것이었는데 내게 주셨으며 저희는 아버지의 말씀을 지키었나이다
요한복음,17,7,요한복음 17:7,지금 저희는 아버지께서 내게 주신 것이 다 아버지께로서 온 것인 줄 알았나이다
